year,date,sitenumber,site,protocol,richness,EPT,MCI,SQMCI,Acarina,Dolomedes aquaticus,Hydra,Antiporus,Elmidae   ,Enochrus,Hydraenidae ,Hydrophilidae ,Ptilodactylidae ,Staphylinidae,Scirtidae ,Rhantus,Copelatus,Podaena,Liodessus,Collembola,Amphipoda,Paranthura,Tanaidacae,Cladocera,Copepoda,Isopoda,Ostracoda,Paracalliope,Paraleptamphopus ,Paranephrops ,Paratya,Anthomyiidae,Aphrophilia,Austrosimulium ,Ceratopogonidae,Chironomus,Chironomidae,Corynoneura,Culex,Culicidae,Dolichopodidae,Empididae,Ephydridae,Eriopterini ,Harrisius,Hexatomini ,Limonia,Limnophora,Lobodiamesa,Maoridiamesa,Mischoderus,Molophilus,Muscidae,Neocurupira ,Neolimnia,Nothodixa,Orthocladiinae,Paradixa ,Paralimnophila,Parochlus,Paucispinigera,Polypedilum,Psychodidae,Sciomyzidae,Stratiomyidae ,Tabanidae ,Tanypodinae,Tanytarsini,Tanytarsus,Thaumaleidae,Zelandotipula,Acanthophlebia ,Ameletopsis ,Arachnocolus ,Atalophlebioides,Austroclima ,Austronella,Coloburiscus ,Deleatidium ,Ichthybotus ,Isothraulus,Mauiulus,Neozephlebia ,Nesameletus ,Oniscigaster,Rallidens,Siphlaenigma,Tepakia,Zephlebia ,Anisops,Diaprepocoris,Microvelia,Saldidae,Sigara,Hirudinea,Hygraula,Archichauliodes,Ferrissia,Gyraulus,Hyridella,Latia,Lymnaeidae,Melanopsis,Physidae,Potamopyrgus ,Sphaeriidae,Nematoda,Nemertea,Nematomorpha,Kempynus,Aeschna,Anisoptera,Antipodochlora ,Austroletes,Hemicordulia,Procordulia,Uropetala,Xanthocnemis,Oligochaeta,Platyhelminthes,Acroperla,Austroperla ,Megaleptoperla ,Nesoperla,Spaniocerca,Stenoperla ,Taraperla,Zelandoperla ,Zelandobius ,Alloecentrella,Aoteapsyche ,Beraeoptera,Confluens,Costachorema ,Ecnomina ,Helicopsyche ,Hudsonema ,Hydrobiosella ,Hydrobiosis ,Hydrochorema,Neurochorema ,Oecetis,Oeconesidae,Olinga,Orthopsyche ,Oxyethira ,Paroxyethira ,Plectrocnemia ,Polyplectropus ,Psilochorema ,Pycnocentria ,Pycnocentrodes,Triplectides ,Tiphobiosis,Zelandoptila,Zelolessica,Polychaeta,Rhabdocoela,Ischnura,Mysidae,Bryozoa
2013,20/02/2013,44470,Wekatahi,Hard,38,44.73684211,121.0526316,7.337078652,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,R,,,,,,,,,,,,,,,A,,,,,R,R,,,,,,C,,,,,,,VA,,VA,VA,,,,C,R,,,,,R,,,,,,,,C,,,,R,,,,A,,,R,,,,,,,,,,,,R,R,,,,,R,,R,R,,A,,,R,,R,R,A,C,,C,,,A,R,R,,,,C,R,C,,,,R,,,,,
2013,21/02/2013,7213,West Hoe LTB,soft,32,40.625,125.1875,6.466666667,R,,,,R,,R,,,,,,,,,R,R,,,,,,,R,,R,,,,,,,,,,,,,,,R,R,R,,,,,,,,,,R,C,,,,R,,,,,,,R,,,,,C,,R,,R,,,C,,A,,,,,,A,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,C,R,R,,R,,R,,R,,,,
2013,18/02/2013,104300,Whangamarie Stream @ Hunter Rd,soft,24,8.333333333,77.75,4.617223382,C,,R,,,,,R,,,,,,,,R,,,,,,,VA,VVA,,,,,,R,,C,,R,,,,,,,,,,,,,,,,,,,A,A,,,,VA,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,C,,,A,,,,,,,,,,C,VA,A,,,,,,,,,,,,,,,,,C,,R,,,,,,,A,,,,,,,A,,,,,,,,
2014,22/01/2014,8023,Avondale @ Reserve,soft,22,27.27272727,108.7272727,4.423722628,R,,,,,,,,,,,,,,,,,,,,,,,VA,R,R,,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,C,,,,R,,R,,,,R,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,R,,,,,,,VA,C,,,,,,,,,,,,R,C,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,A,,R,,,,,,,,
2014,22/01/2014,8019,Avondale @ Shadbolt park,soft,27,11.11111111,66.07407407,3.39648197,C,,,,,,,,,,,,,,,,,,,,R,,C,VVA,,,R,,,,,R,,,,,,,,,C,,,,,,,,,,,,R,,,,,R,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,C,,,,R,R,,,C,R,,,,,A,VVA,A,R,C,,,,,,,,,,C,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,,,,C,,,,,,,,
2014,22/01/2014,8022,Avondale @ Thuja,soft,20,10,65,3.403986014,C,,,,,,,,,,,,,,,A,,,,,,,R,VVA,,,,,,,,C,,,,,,,,,R,,,,,,R,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,A,,,A,,VA,VVA,,,,,,,,,,,,,VA,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,VA,,,,,,,,,,,,
2014,23/01/2014,7309,Awanohi Mid,soft,20,15,93.9,3.280402685,R,,,,,,,,,,,,,,,,,,,,C,,,VA,,R,C,,,,,C,,,,,,,,,A,,,,,,,,,,,,,A,,,,A,,,,,C,R,,,,,,,,,,,,,,,,,,,,,A,,,C,,,,,,C,,,,,,R,VVA,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,
2014,20/01/2014,7311,Awanohi Upper 1,soft,15,13.33333333,108.1333333,7.751219512,C,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,A,,,,C,,,,,,R,,,R,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,
2014,31/01/2014,45742,Awarere @ Dibble,soft,15,26.66666667,126.1333333,5.543555556,C,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,R,,,,,,,,,,,,,,,,R,C,,,,,VA,,,C,,,,,,,,,,,,,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,
2014,3/02/2014,74701,Cascades @ Whakanewha,hard,18,38.88888889,134.4444444,7.087719298,C,,,,,,C,,R,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,R,,A,,,,,,,,,,,A,,,R,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,A,,,,,R,R,,,,,,,,,,
2014,20/01/2014,44618,Cascades LTB,Hard,35,40,105.7142857,4.231515152,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,A,,,,,,,,A,R,,,,,,R,,,,,R,,,,,R,A,,,,,,,,C,,A,C,R,,,,C,,R,,,R,,,,,,,,C,R,,,R,,,,VVA,,R,,,,,,,,,,,,C,A,R,R,C,,,,,,,,VA,,R,C,,,,,C,,,,,C,,A,,,,,,A,R,,,,,,,,
2014,16/01/2014,7721,Chatswood,Hard,11,0,70.90909091,2.86875,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,C,,,,A,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,A,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,22/01/2014,6606,Duck Creek @ Trotters,soft,24,8.333333333,71.75,3.877008929,VVA,,,,,,,,,,,,,,,R,,,,,R,,VA,,,,,,,R,,C,,A,,,,,,,,,,,,,,,,,,,VA,C,,,,VA,,,R,,VA,VA,,,,,,,,,,,,,,,,,,,,,,R,,C,,R,R,,,,,,,,,A,VVA,C,,,,,,,,,,,,VA,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,VA,,,,,,,,
2014,23/01/2014,8407,Duders,soft,25,16,85.28,3.508052277,A,,,,,,C,,,,,,,,,,,,,,A,,VVA,VVA,,,,,,R,,R,,C,,,,,,,,C,,,,,,,,,,,VVA,A,,,,VA,,,,,VA,R,,,,,,,,,,,,,,,,,,,,,,,,A,,R,A,,,,,,,,,,VVA,C,,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,A,R,,,,,,,,,,,
2014,28/01/2014,7722,Eskdale Lower,soft,27,7.407407407,85.62962963,2.806976744,R,,,,,,,,,,,,,,,,,,,,R,,R,A,,R,C,,,R,,A,,R,,,,,,R,C,R,,,,,,,,,,,,A,,,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,,,,VA,VVA,A,,,,,,,R,,,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VA,,,,,,,,
2014,28/01/2014,7723,Eskdale Mid,soft,20,15,93.3,3.26121372,C,,,,,,,,,,,,,,,,,,,,R,,,A,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,R,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,VA,VA,R,,,,,,,C,,,,,C,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VA,,,,,,,,
2014,28/01/2014,7724,Eskdale Upper,soft,17,23.52941176,112.7058824,3.833015007,A,,,,,,,,,,,,,,,,R,,,,,,,A,R,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,R,,,,,,,,,,,,,VVA,,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,A,,,,,,,,
2014,24/01/2014,8267,Glendowie Stream @ Athlone Road,soft,21,4.761904762,69.23809524,2.81358811,R,,,,,,,,,,,,,,,C,,,,,R,,A,VA,,,,,,,,A,,,R,,,,,R,,,,,,,,,,,,,C,,,,,A,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,A,,,R,,VA,VA,,,,,,,,,,,,,A,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2014,31/01/2014,45743,Hoteo @ Kraak Hill,soft,19,26.31578947,112.8421053,3.938068182,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,C,,,,,,,,,,,,,,,,,,,,,R,R,,,,C,,,,,C,R,,,R,,,,,,,,R,,,,,,,,,R,A,,,R,,,,,,,,,,,,,VA,,,,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,
2014,21/01/2014,45369,Kumeu @ Weza,soft,29,13.79310345,70.68965517,2.81012035,R,,,,R,,,,,,,,,,,,VA,,,,,,C,VVA,,,R,,,R,,C,,R,,,,,R,,C,,,,,,,,,,,,A,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,R,,VA,VVA,C,R,,,,,,,,,,,A,R,A,,,,,,,,,,,R,,,,,,,,,,,,,,,VVA,C,,R,,,,R,,,,,,,,
2014,31/01/2014,8027,La Rosa reserve TL (North Stream),Hard,21,4.761904762,69.52380952,3.691629956,R,,,,,,,,,,,,,,,R,,,,,,,C,C,,,,,,R,,,,,,,,,,,,R,R,,,,R,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,,,C,,VA,VVA,C,R,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,
2014,31/01/2014,8026,La Rosa reserve TR (South Stream),Hard,23,4.347826087,71.30434783,3.422611036,R,,,,,,,,,,,,,,,R,,,,,R,,C,A,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,A,A,,,C,,A,VVA,R,,R,,,,,,,,,,,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2014,25/01/2014,7725,Lignite,soft,20,10,83.3,2.0625,C,,,,,,,,,,,,,,,,R,,,,,,C,,,,R,,,,,C,,,,,,,,,R,,,,,,R,,,,,,,R,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,VA,VA,C,,,,,,,,R,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,
2014,24/01/2014,7899,Lucas LTB @ Tennis,Soft,18,11.11111111,60.88888889,1.575958702,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,VA,,C,,,,C,,VVA,VVA,C,,,,,,,,,,,,VA,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,VA,,,,,,,,
2014,29/01/2014,6850,Mahurangi LTB,soft,12,8.333333333,110.1666667,2.435828877,,,,,R,,,,,,,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,VVA,,,,,,,,R,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2014,20/01/2014,44460,Marawhara ,Hard,35,40,126.2857143,6.822847682,,,,,A,,A,R,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,C,,,,,,,,C,,VA,VA,,,,C,,,,,,C,,,,,,,,C,R,,,R,,,,VA,,,,,,,,,,,,,,,R,,R,,,,R,,C,,,A,C,,R,,R,R,R,A,,R,,,VA,,,,R,,C,C,A,R,,,,,,,,
2014,22/01/2014,6604,Matakana LTB,soft,31,22.58064516,90.51612903,3.792152466,C,,,,,,,,,,,,,,,R,,,,,R,,,VVA,,R,R,,,A,,C,,,,,,,,,,,,,,,,,,,,,A,,,,,A,,,,,R,R,,,,,,,,A,,,,,,,,,,,,,A,,,,,,,,,A,R,,,R,,A,VVA,,,,,,,,,,,,,A,A,A,,,,,,,,,,,C,,,,,,C,,R,,,R,,,R,C,R,,R,,,,VA,,,,,,,,
2014,7/02/2014,43720,Mauku Stream @ STP,soft,12,8.333333333,67.83333333,2.3265625,,,,,,,,,,,,,,,,,A,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,A,VVA,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2014,30/01/2014,45605,Mt Auckland,Hard,18,27.77777778,106.6666667,5.477848101,C,,,,,,,,,,,,,,,,R,,,,,,,,A,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,VA,,,A,,,,,,,,,,,,,VA,,,,,,,,,,,,,R,R,,,C,,,,,,,,,,,,,R,,,,,,,,R,,,,,,C,,,,,,,,,,,,
2014,7/02/2014,1043824,Ngakaroa LTB,soft,19,21.05263158,72.10526316,2.60831879,C,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,A,,A,C,,,,C,,,,,VVA,VVA,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,A,R,,C,,,,VVA,,,,,,,,
2014,17/01/2014,7171,Nukumea Upper,Soft,10,0,93.6,2.573504274,R,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,VA,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4/02/2014,8128,Oakley @ Richardson Road,Hard,14,14.28571429,67.14285714,3.725457571,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,C,,,,,R,VVA,,,R,,,,,,,,,,R,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,R,,,,,,,,
2014,4/02/2014,108127,Oakley @ Walmsley Park,Hard,17,11.76470588,70.58823529,3.247720365,R,,,,,,,,,,,,,,,,,,,,R,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,VVA,,,,,VA,VVA,,,,,,,,,,,,,C,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,R,,,,,,,,
2014,4/02/2014,108126,Oakley @ War Memorial Park,Hard,8,12.5,62.5,2.661341853,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,VA,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,
2014,4/02/2014,10812,Oakley Creek @ May Road,hard,14,7.142857143,67.14285714,2.25,C,,,,,,,,,,,,,,,,,,,,R,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VVA,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,R,VA,,,,,C,A,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,
2014,31/01/2014,8177,Oakley LTB,soft,20,15,69.7,2.740434193,A,,,,,,,,,,,,,,,,,,,,,,,VA,,,A,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,R,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,C,VVA,C,,,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,A,,,,,,,,
2014,20/01/2014,7313,Okura Reserve,soft,16,37.5,110,4.035748792,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,R,A,,,R,,,,,,,,,,,,,VA,R,,,,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,C,,A,,,,,,,,
2014,20/01/2014,7314,Okura Trib 1,soft,24,16.66666667,90.41666667,4.238953488,R,,,,,,,,,,,,,,,R,,,,,,,,A,,,,,,,,R,,R,,,,,,,R,R,R,,,,,,,,,,R,R,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,C,,,,R,,R,VA,A,,,,,,,,,,,,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,VA,,,,,,,,
2014,20/01/2014,7315,Okura Trib 2,soft,13,23.07692308,106,4.394968553,,,,,,,,,,,,,,,,,A,,,,,A,,A,,,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,VA,,,,,,,,
2014,24/01/2014,8249,Omaru Ck @ Maybury,soft,22,4.545454545,56.36363636,1.91125,R,,,,,,,,,,,,,,,,,,,,R,,C,R,,,,,,C,,,,,,,,,,,,,R,,,,,,C,,,,A,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,R,VA,,,R,,C,A,,,R,,,,,,,,,,A,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,
2014,16/01/2014,7726,Onepoto @ Kauri Glen Park,soft,14,14.28571429,80.71428571,4.023529412,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,VA,,,,,,,,C,,,,,R,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,VA,,,,,,,,
2014,3/02/2014,74401,Onetangi @ Waiheke Rd,soft,16,31.25,112.25,5.594974874,,,,,,,,,,,,,,,,,,,,,,,,VA,R,C,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,R,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,A,,R,,,,,,,,
2014,21/01/2014,7925,Opanuku LTB,Hard,24,25,90.83333333,3.863101604,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,A,,,,,,,,,,,,,,,A,,,,,VA,,,,,,A,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,A,C,,,A,,,,VVA,,,,,,,,,,,,,,C,C,,,,,,,,,,,VA,,,R,,,R,,C,,,,,,,A,,,,R,,A,C,,,,,,,,
2014,23/01/2014,8608,Orere A,Hard,36,50,138.8888889,7.472929936,C,,,,,,A,R,C,,,,,,,C,,,,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,A,,,,,,,,,,R,R,,,A,,VA,VA,C,,,C,A,,,,,VA,,,,,,,,A,R,,,,,,,A,C,,,,,,,,,,,,,,A,,R,R,,R,R,,C,,,,,,,,R,,C,A,R,,,,,VA,,,,R,R,R,,,,,,,,,,
2014,23/01/2014,8609,Orere B,Hard,24,54.16666667,145,7.272527473,A,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,R,,,,,,R,,,C,,VA,A,,,,,C,,,,,A,,,,,,,,A,,,,,,,,VA,,,,,,,,,,,,,,,,,,R,,,,,R,R,,,,,,,R,,C,C,,,,,,VA,,,,,R,R,,R,,,,,,,,
2014,17/01/2014,7172,Otanerua,Soft,16,18.75,109.5,6.271428571,C,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,R,,,,R,,,,R,,,,,,,,,,,,,C,,,,,R,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,
2014,29/01/2014,8241,Otara LTB,soft,19,10.52631579,52.84210526,1.982978723,C,,,,,,,,,,,,,,,,,,,,,,R,VA,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,A,A,,,C,,VA,VVA,R,,,,,,,,,,,,VA,C,VA,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,
2014,21/01/2014,107801,Oteha LTB,soft,11,9.090909091,53.45454545,2.106500692,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,VA,,,R,,A,VVA,A,,,,,,,,,,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2014,24/01/2014,8215,Pakuranga Ck @ Greenmount Dr,hard,14,14.28571429,78.57142857,2.282442748,R,,,,,,,,,,,,,,,R,,,,,C,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,R,A,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,R,,,,,,,,,,,
2014,29/01/2014,1043825,Papakura LTB,soft,12,16.66666667,49,1.761493411,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,VA,VVA,,,,,,,,,,,,,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,
2014,28/01/2014,1043835,Papakura Trib @ Alfriston Rd,soft,19,5.263157895,65.36842105,2.018676123,A,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,R,A,,,A,,VA,VVA,A,,,,,,,,C,,,,VA,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2014,28/01/2014,1043826,Puhinui LTB,Soft,15,0,72.8,3.016883117,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,C,,,C,,R,C,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,29/01/2014,1043827,Puhinui Trib (soft),soft,21,9.523809524,85.80952381,2.80015015,C,,,,,,,,,,,,,,,C,,,,,,,R,,,R,,,,,,C,,,,,,,,,R,R,,,,,R,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,VVA,C,C,C,,,,,R,,,,,R,A,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,VA,,,,,,,,
2014,29/01/2014,7012,Puhoi,soft,12,33.33333333,125.3333333,7.401851852,C,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,C,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,R,,,,,,,,
2014,24/01/2014,7212,Shakespear,Soft,23,26.08695652,100.8695652,3.116419919,A,,,,,,,R,,,,,,,,,,,,,C,,A,VA,,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,R,A,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,R,C,,,R,,,R,,,,,,,,,,VVA,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,R,,A,,,,,,,,
2014,24/01/2014,6996,Te Muri @ Fenceline,Soft,25,16,83.76,2.425028441,A,,,,,R,,R,,,,,,,,,,,,,,,VA,R,,,,,,,C,,,R,,,,,,,,R,,,,,,,,,,,A,,,,,R,,,A,,A,C,,,,,,,,,,,,,,,,,,,,,,R,,A,,A,,,,,,,,,,,VVA,C,C,,,,,,,,,,,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,C,,,,R,,,,,,,,
